name,country,alpha_two_code,domains,web_pages,domain_count,top_level_domain,continent
Alfred University,United States,US,['alfred.edu'],['http://www.alfred.edu/'],1,edu,North America
Allegheny College,United States,US,['alleg.edu'],['http://www.alleg.edu/'],1,edu,North America
Allentown College of Saint Francis de Sales,United States,US,['allencol.edu'],['http://www.allencol.edu/'],1,edu,North America
Alma College,United States,US,['alma.edu'],['http://www.alma.edu/'],1,edu,North America
Alverno College,United States,US,['alverno.edu'],['http://www.alverno.edu/'],1,edu,North America
Ambassador University,United States,US,['ambassador.edu'],['http://www.ambassador.edu/'],1,edu,North America
American Coastline University,United States,US,['amercoastuniv.edu'],['http://www.amercoastuniv.edu/'],1,edu,North America
American International College,United States,US,['aic.edu'],['http://www.aic.edu/'],1,edu,North America
American University,United States,US,['american.edu'],['http://www.american.edu/'],1,edu,North America
Amherst College,United States,US,['amherst.edu'],['http://www.amherst.edu/'],1,edu,North America
Andrews University,United States,US,['andrews.edu'],['http://www.andrews.edu/'],1,edu,North America
Angelo State University,United States,US,['angelo.edu'],['http://www.angelo.edu/'],1,edu,North America
Anne Arundel Community College,United States,US,['aacc.edu'],['http://www.aacc.edu/'],1,edu,North America
Antioch New England,United States,US,['antiochne.edu'],['http://www.antiochne.edu/'],1,edu,North America
Antioch University,United States,US,['antioch.edu'],['http://www.antioch.edu/'],1,edu,North America
Antioch University - Los Angeles,United States,US,['antiochla.edu'],['http://www.antiochla.edu/'],1,edu,North America
Antioch University - Seattle,United States,US,['seattleantioch.edu'],['http://www.seattleantioch.edu/'],1,edu,North America
Appalachian State University,United States,US,['appstate.edu'],['http://www.appstate.edu/'],1,edu,North America
Aquinas College,United States,US,['aquinas.edu'],['http://www.aquinas.edu/'],1,edu,North America
Arcadia College,United States,US,['arcadia.edu'],['http://www.arcadia.edu/'],1,edu,North America
Arizona State University,United States,US,['asu.edu'],['http://www.asu.edu/'],1,edu,North America
Arizona Western College,United States,US,['azwestern.edu'],['http://www.azwestern.edu/'],1,edu,North America
Arkansas State University,United States,US,['astate.edu'],['http://www.astate.edu/'],1,edu,North America
Arkansas Tech University,United States,US,['atu.edu'],['http://www.atu.edu/'],1,edu,North America
Armstrong State College,United States,US,['armstrong.edu'],['http://www.armstrong.edu/'],1,edu,North America
Ashland University,United States,US,['ashland.edu'],['http://www.ashland.edu/'],1,edu,North America
Assumption College,United States,US,['assumption.edu'],['http://www.assumption.edu/'],1,edu,North America
Auburn University,United States,US,['auburn.edu'],['http://www.auburn.edu/'],1,edu,North America
Auburn University at Montgomery,United States,US,['aum.edu'],['http://www.aum.edu/'],1,edu,North America
Augsburg College,United States,US,['augsburg.edu'],['http://www.augsburg.edu/'],1,edu,North America
Augustana College (IL),United States,US,['augustana.edu'],['http://www.augustana.edu/'],1,edu,North America
Augustana College (SD),United States,US,['augie.edu'],['http://www.augie.edu/'],1,edu,North America
Augusta University,United States,US,"['augusta.edu', 'gru.edu']","['http://www.augusta.edu/', 'http://www.gru.edu/']",2,edu,North America
Aurora University,United States,US,['aurora.edu'],['http://www.aurora.edu/'],1,edu,North America
Austin College,United States,US,['austincollege.edu'],['http://www.austincollege.edu/'],1,edu,North America
Austin Community College,United States,US,['austincc.edu'],['http://www.austincc.edu/'],1,edu,North America
Austin Peay State University,United States,US,['apsu.edu'],['http://www.apsu.edu/'],1,edu,North America
Averett College,United States,US,['averett.edu'],['http://www.averett.edu/'],1,edu,North America
Avila College,United States,US,['avila.edu'],['http://www.avila.edu/'],1,edu,North America
Azusa Pacific University,United States,US,['apu.edu'],['http://www.apu.edu/'],1,edu,North America
Babson College,United States,US,['babson.edu'],['http://www.babson.edu/'],1,edu,North America
Baker University,United States,US,['bakeru.edu'],['http://www.bakeru.edu/'],1,edu,North America
Ball State University,United States,US,['bsu.edu'],['http://www.bsu.edu/'],1,edu,North America
Baptist Bible College,United States,US,['bbc.edu'],['http://www.bbc.edu/'],1,edu,North America
Bard College,United States,US,['bard.edu'],['http://www.bard.edu/'],1,edu,North America
Barry University,United States,US,['barry.edu'],['http://www.barry.edu/'],1,edu,North America
Bastyr University,United States,US,['bastyr.edu'],['http://www.bastyr.edu/'],1,edu,North America
Bates College,United States,US,['bates.edu'],['http://www.bates.edu/'],1,edu,North America
Baylor College of Medicine,United States,US,['bcm.edu'],['http://www.bcm.edu/'],1,edu,North America
Baylor University,United States,US,['baylor.edu'],['http://www.baylor.edu/'],1,edu,North America
Bellevue University,United States,US,['bellevue.edu'],['http://www.bellevue.edu/'],1,edu,North America
Belmont University,United States,US,['belmont.edu'],['http://www.belmont.edu/'],1,edu,North America
Beloit College,United States,US,['beloit.edu'],['http://www.beloit.edu/'],1,edu,North America
Bemidji State University,United States,US,['bemidjistate.edu'],['http://www.bemidjistate.edu/'],1,edu,North America
Benedictine College,United States,US,['benedictine.edu'],['http://www.benedictine.edu/'],1,edu,North America
Bennington College,United States,US,['bennington.edu'],['http://www.bennington.edu/'],1,edu,North America
Bentley University,United States,US,['bentley.edu'],['http://www.bentley.edu/'],1,edu,North America
Berea College,United States,US,['berea.edu'],['http://www.berea.edu/'],1,edu,North America
Berklee College of Music,United States,US,['berklee.edu'],['http://www.berklee.edu/'],1,edu,North America
Bethany College,United States,US,['bethanywv.edu'],['http://www.bethanywv.edu/'],1,edu,North America
Bethel College (KS),United States,US,['bethelks.edu'],['http://www.bethelks.edu/'],1,edu,North America
Bethel University,United States,US,['bethel.edu'],['http://www.bethel.edu/'],1,edu,North America
Biola University,United States,US,['biola.edu'],['http://www.biola.edu/'],1,edu,North America
Birmingham-Southern College,United States,US,['bsc.edu'],['http://www.bsc.edu/'],1,edu,North America
Black Hills State University,United States,US,['bhsu.edu'],['http://www.bhsu.edu/'],1,edu,North America
Bloomsburg University of Pennsylvania,United States,US,['bloomu.edu'],['http://www.bloomu.edu/'],1,edu,North America
Bluffton College,United States,US,['bluffton.edu'],['http://www.bluffton.edu/'],1,edu,North America
Bob Jones University,United States,US,['bju.edu'],['http://www.bju.edu/'],1,edu,North America
Boise State University,United States,US,['boisestate.edu'],['http://www.boisestate.edu/'],1,edu,North America
Boston College,United States,US,['bc.edu'],['http://www.bc.edu/'],1,edu,North America
Boston Graduate School of Psychoanalysis,United States,US,['bgsp.edu'],['http://www.bgsp.edu/'],1,edu,North America
Boston University,United States,US,['bu.edu'],['http://www.bu.edu/'],1,edu,North America
Bowdoin College,United States,US,['bowdoin.edu'],['http://www.bowdoin.edu/'],1,edu,North America
Bowie State University,United States,US,['bowiestate.edu'],['http://www.bowiestate.edu/'],1,edu,North America
Bowling Green State University,United States,US,['bgsu.edu'],['http://www.bgsu.edu/'],1,edu,North America
Bradley University,United States,US,['bradley.edu'],['http://www.bradley.edu/'],1,edu,North America
Brandeis University,United States,US,['brandeis.edu'],['http://www.brandeis.edu/'],1,edu,North America
Brenau University,United States,US,['brenau.edu'],['http://www.brenau.edu/'],1,edu,North America
Briar Cliff College,United States,US,['briar-cliff.edu'],['http://www.briar-cliff.edu/'],1,edu,North America
Bridgewater College,United States,US,['bridgewater.edu'],['http://www.bridgewater.edu/'],1,edu,North America
Brigham Young University,United States,US,['byu.edu'],['http://www.byu.edu/'],1,edu,North America
Brigham Young University - Idaho,United States,US,['byui.edu'],['http://www.byui.edu/'],1,edu,North America
Brigham Young University Hawaii,United States,US,['byuh.edu'],['http://www.byuh.edu/'],1,edu,North America
Broward College,United States,US,['broward.edu'],['http://www.broward.edu/'],1,edu,North America
Brown University,United States,US,['brown.edu'],['http://www.brown.edu/'],1,edu,North America
Bryant University,United States,US,['bryant.edu'],['http://www.bryant.edu/'],1,edu,North America
Bryn Mawr College,United States,US,['brynmawr.edu'],['http://www.brynmawr.edu/college'],1,edu,North America
Bucknell University,United States,US,['bucknell.edu'],['http://www.bucknell.edu/'],1,edu,North America
Buena Vista University,United States,US,['bvu.edu'],['http://www.bvu.edu/'],1,edu,North America
Butler University,United States,US,['butler.edu'],['http://www.butler.edu/'],1,edu,North America
California Coast University,United States,US,['calcoast.edu'],['http://www.calcoast.edu/'],1,edu,North America
California Institute of Technology,United States,US,['caltech.edu'],['http://www.caltech.edu/'],1,edu,North America
California Lutheran University,United States,US,['callutheran.edu'],['http://www.callutheran.edu/'],1,edu,North America
California Maritime Academy,United States,US,['csum.edu'],['http://www.csum.edu/'],1,edu,North America
California National University,United States,US,['cnuas.edu'],['http://www.cnuas.edu/'],1,edu,North America
"California Polytechnic State University, San Luis Obispo",United States,US,['calpoly.edu'],['http://www.calpoly.edu/'],1,edu,North America
"California State University, Bakersfield",United States,US,"['csub.edu', 'csubak.edu']",['http://www.csub.edu/'],2,edu,North America
"California State University, Chico",United States,US,['csuchico.edu'],['http://www.csuchico.edu/'],1,edu,North America
"California State University, Dominguez Hills",United States,US,['csudh.edu'],['http://www.csudh.edu/'],1,edu,North America
"California State University, Fresno",United States,US,"['csufresno.edu', 'fresnostate.edu']","['http://www.csufresno.edu/', 'http://www.fresnostate.edu/']",2,edu,North America
"California State University, Fullerton",United States,US,['fullerton.edu'],['http://www.fullerton.edu/'],1,edu,North America
"California State University, Hayward",United States,US,['csuhayward.edu'],['http://www.csuhayward.edu/'],1,edu,North America
"California State University, Long Beach",United States,US,['csulb.edu'],['http://www.csulb.edu/'],1,edu,North America
"California State University, Los Angeles",United States,US,['calstatela.edu'],['http://www.calstatela.edu/'],1,edu,North America
"California State University, Monterey Bay",United States,US,['csumb.edu'],['http://www.csumb.edu/'],1,edu,North America
"California State University, Northridge",United States,US,['csun.edu'],['http://www.csun.edu/'],1,edu,North America
"California State University, Sacramento",United States,US,['csus.edu'],['http://www.csus.edu/'],1,edu,North America
"California State University, San Bernardino",United States,US,['csusb.edu'],['http://www.csusb.edu/'],1,edu,North America
"California State University, San Marcos",United States,US,['csusm.edu'],['http://www.csusm.edu/'],1,edu,North America
"California State University, Stanislaus",United States,US,['csustan.edu'],['http://www.csustan.edu/'],1,edu,North America
California State University System,United States,US,['calstate.edu'],['http://www.calstate.edu/'],1,edu,North America
California University of Pennsylvania,United States,US,['cup.edu'],['http://www.cup.edu/'],1,edu,North America
Calvin College,United States,US,['calvin.edu'],['http://www.calvin.edu/'],1,edu,North America
Cameron University,United States,US,['cameron.edu'],['http://www.cameron.edu/'],1,edu,North America
Campbellsville College,United States,US,['campbellsville.edu'],['http://www.campbellsville.edu/'],1,edu,North America
Campbell University,United States,US,['campbell.edu'],['http://www.campbell.edu/'],1,edu,North America
Canisius College,United States,US,['canisius.edu'],['http://www.canisius.edu/'],1,edu,North America
Capella University,United States,US,"['capella.edu', 'capellauniversity.edu']","['http://www.capella.edu/', 'http://www.capellauniversity.edu/']",2,edu,North America
Capitol Technology University,United States,US,['captechu.edu'],['http://www.captechu.edu/'],1,edu,North America
Carleton College,United States,US,['carleton.edu'],['http://www.carleton.edu/'],1,edu,North America
Carlow College,United States,US,['carlow.edu'],['http://www.carlow.edu/'],1,edu,North America
Carnegie Mellon University,United States,US,['cmu.edu'],['http://www.cmu.edu/'],1,edu,North America
Carroll College,United States,US,['carroll.edu'],['http://www.carroll.edu/'],1,edu,North America
Carroll University,United States,US,['carrollu.edu'],['http://www.carrollu.edu/'],1,edu,North America
Carson-Newman College,United States,US,['cn.edu'],['http://www.cn.edu/'],1,edu,North America
Carthage College,United States,US,['carthage.edu'],['http://www.carthage.edu/'],1,edu,North America
Case Western Reserve University,United States,US,['case.edu'],['http://www.case.edu/'],1,edu,North America
Castleton State University,United States,US,['castleton.edu'],['http://www.castleton.edu/'],1,edu,North America
Catholic University of America,United States,US,['cua.edu'],['http://www.cua.edu/'],1,edu,North America
Cedarville College,United States,US,['cedarville.edu'],['http://www.cedarville.edu/'],1,edu,North America
Centenary College of Louisiana,United States,US,['centenary.edu'],['http://www.centenary.edu/'],1,edu,North America
Central College,United States,US,['central.edu'],['http://www.central.edu/'],1,edu,North America
Central Connecticut State University,United States,US,['ccsu.edu'],['http://www.ccsu.edu/'],1,edu,North America
Central Methodist College,United States,US,['cmc.edu'],['http://www.cmc.edu/'],1,edu,North America
Central Michigan University,United States,US,['cmich.edu'],['http://www.cmich.edu/'],1,edu,North America
Central Washington University,United States,US,['cwu.edu'],['http://www.cwu.edu/'],1,edu,North America
Centre College,United States,US,['centre.edu'],['http://www.centre.edu/'],1,edu,North America
Chadron State College,United States,US,['csc.edu'],['http://www.csc.edu/'],1,edu,North America
Champlain College,United States,US,['champlain.edu'],['http://www.champlain.edu/'],1,edu,North America
Chapman University,United States,US,['chapman.edu'],['http://www.chapman.edu/'],1,edu,North America
Chatham College,United States,US,['chatham.edu'],['http://www.chatham.edu/'],1,edu,North America
Chesapeake College,United States,US,['chesapeake.edu'],['http://www.chesapeake.edu/'],1,edu,North America
Cheyney University,United States,US,['cheyney.edu'],['http://www.cheyney.edu/'],1,edu,North America
Chicago School of Professional Psychology,United States,US,['csopp.edu'],['http://www.csopp.edu/'],1,edu,North America
Christian Brothers University,United States,US,['cbu.edu'],['http://www.cbu.edu/'],1,edu,North America
Christian Theological Seminary,United States,US,['cts.edu'],['http://www.cts.edu/'],1,edu,North America
